MER opacity measurements for Pancam 440-nm solar filter images.
Flux_1AU = 3660.55 DN ms-1 in the current best fit.
Abs_Err = 0.0300000 (absolute error in tau derivation at AM=1).
The date of the current best fit is 2018-Dec-07 21:12:25 UTC.
N_ENTRIES = 8697

Comments or questions to Mark Lemmon, lemmon@tamu.edu.

  Product_ID,                    L_s,  R_au,     Sol,     AM,    Flux,    TAU, Rel_err
"1P411298070ESFBW##F0006L8M1", 243.7, 1.382,3188.627,  1.506, 215.438,  1.087,   0.037
"1P411372132ESFBW##P2601L8M1", 244.3, 1.382,3189.461,  1.100, 257.936,  1.317,   0.046
"1P411459672ESFBW##P2601L8M1", 244.9, 1.382,3190.446,  1.130, 308.626,  1.124,   0.045
"1P411551221ESFBW##P2601L8M1", 245.6, 1.382,3191.477,  1.080, 331.462,  1.110,   0.047
"1P411637851ESFBW##P2601L8M1", 246.2, 1.382,3192.453,  1.118, 311.576,  1.127,   0.045
"1P411727231ESFBW##P2601L8M1", 246.9, 1.382,3193.459,  1.106, 326.062,  1.097,   0.046
"1P411815391ESFBW##P2601L8M1", 247.5, 1.382,3194.452,  1.122, 332.049,  1.066,   0.045
"1P411903858ESFBW##P2601L8M1", 248.2, 1.381,3195.448,  1.131, 331.347,  1.061,   0.045
"1P411992941ESFBW##P2601L8M1", 248.8, 1.381,3196.451,  1.125, 315.384,  1.110,   0.045
"1P412014220ESFBW##P2620L8M1", 249.0, 1.381,3196.690,  2.749,  65.905,  1.029,   0.025
"1P412087574ESFBW##P2601L8M1", 249.5, 1.381,3197.516,  1.079, 340.066,  1.093,   0.050
"1P412170496ESFBW##P2601L8M1", 250.1, 1.381,3198.450,  1.129, 307.199,  1.130,   0.045
"1P412259279ESFBW##P2601L8M1", 250.8, 1.381,3199.450,  1.129, 328.773,  1.069,   0.045
"1P412350203ESFBW##P2601L8M1", 251.5, 1.381,3200.474,  1.091, 318.741,  1.135,   0.047
"1P412436518ESFBW##P2601L8M1", 252.1, 1.381,3201.446,  1.141, 323.529,  1.072,   0.045
"1P412526613ESFBW##P2601L8M1", 252.8, 1.381,3202.460,  1.112, 292.341,  1.191,   0.046
"1P412538252ESFBW##F0006L8M1", 252.8, 1.381,3202.591,  1.274, 282.105,  1.068,   0.040
"1P412538929ESFBX00F0006L8M1", 252.9, 1.381,3202.599,  1.315, 273.271,  1.040,   0.042
"1P412614329ESFBX00P2601L8M1", 253.4, 1.381,3203.448,  1.138, 305.359,  1.121,   0.043
"1P412702167ESFBX00P2601L8M1", 254.1, 1.381,3204.437,  1.168, 306.211,  1.091,   0.043
"1P412791888ESFBX05P2601L8M1", 254.7, 1.382,3205.447,  1.141, 348.246,  1.001,   0.043
"1P412880656ESFBX36P2601L8M1", 255.4, 1.382,3206.446,  1.143, 340.221,  1.020,   0.043
"1P412898918ESFBX36P2601L8M1", 255.5, 1.382,3206.652,  1.822, 185.158,  0.974,   0.027
"1P412972811ESFBX36P2601L8M1", 256.0, 1.382,3207.484,  1.086, 371.445,  0.993,   0.046
"1P413059359ESFBX36P2601L8M1", 256.7, 1.382,3208.458,  1.119, 370.234,  0.968,   0.045
"1P413147303ESFBX36P2601L8M1", 257.3, 1.382,3209.448,  1.140, 376.815,  0.933,   0.043
"1P413169460ESFBX36P2618L8M1", 257.5, 1.382,3209.698,  3.095,  75.010,  0.865,   0.019
"1P413236366ESFBX36P2601L8M1", 258.0, 1.382,3210.451,  1.134, 373.508,  0.946,   0.044
"1P413324828ESFBX36P2601L8M1", 258.6, 1.382,3211.447,  1.144, 369.671,  0.948,   0.044
"1P413419787ESFBXCNP2601L8M1", 259.3, 1.383,3212.516,  1.089, 409.776,  0.900,   0.046
"1P413503312ESFBXDOP2601L8M1", 259.9, 1.383,3213.457,  1.124, 388.753,  0.922,   0.045
"1P413524824ESFBXDOP2633L8M1", 260.1, 1.383,3213.699,  3.149,  64.084,  0.901,   0.019
"1P413591491ESFBXDOP2601L8M1", 260.6, 1.383,3214.449,  1.140, 385.112,  0.916,   0.044
"1P413680854ESFBXDOP2601L8M1", 261.2, 1.383,3215.456,  1.127, 392.062,  0.911,   0.045
"1P413768099ESFBXFPP2601L8M1", 261.9, 1.383,3216.438,  1.170, 373.511,  0.916,   0.043
"1P413857479ESFBXFPP2601L8M1", 262.5, 1.384,3217.444,  1.153, 386.045,  0.900,   0.043
"1P413947488ESFBXFPP2601L8M1", 263.2, 1.384,3218.458,  1.124, 390.495,  0.913,   0.045
"1P413963094ESFBXGCF0006L8M1", 263.3, 1.384,3218.633,  1.595, 276.308,  0.850,   0.032
"1P414035058ESFBXGCP2601L8M1", 263.8, 1.384,3219.444,  1.156, 372.911,  0.927,   0.043
"1P414123806ESFBXGCP2601L8M1", 264.5, 1.385,3220.443,  1.158, 382.995,  0.902,   0.043
"1P414126194ESFBXGCP2601L8M1", 264.5, 1.385,3220.469,  1.106, 397.000,  0.911,   0.045
"1P414216280ESFBXGCP2601L8M1", 265.1, 1.385,3221.484,  1.092, 419.385,  0.871,   0.046
"1P414233513ESFBXGCP2633L8M1", 265.3, 1.385,3221.678,  2.367, 134.609,  0.884,   0.022
"1P414235819ESFBXGCP2633L8M1", 265.3, 1.385,3221.704,  3.430,  51.815,  0.888,   0.019
"1P414306290ESFBXGCP2601L8M1", 265.8, 1.385,3222.497,  1.087, 422.328,  0.869,   0.046
"1P414389546ESFBXGCP2601L8M1", 266.4, 1.386,3223.435,  1.182, 389.618,  0.867,   0.042
"1P414480307ESFBXGCP2601L8M1", 267.1, 1.386,3224.457,  1.127, 388.411,  0.912,   0.044
"1P414567683ESFBXGCP2601L8M1", 267.7, 1.386,3225.440,  1.166, 390.838,  0.877,   0.043
"1P414655841ESFBXGCP2601L8M1", 268.4, 1.387,3226.433,  1.188, 388.184,  0.865,   0.042
"1P414745235ESFBXKLP2601L8M1", 269.0, 1.387,3227.439,  1.169, 395.247,  0.865,   0.043
"1P414833391ESFBXKLP2601L8M1", 269.7, 1.388,3228.432,  1.192, 387.344,  0.864,   0.042
"1P414922475ESFBXKLP2601L8M1", 270.3, 1.388,3229.435,  1.182, 391.594,  0.862,   0.043
"1P414946819ESFBXMLP2620L8M1", 270.5, 1.388,3229.709,  3.765,  47.742,  0.831,   0.019
"1P414946835ESFBXMLP2620L8M1", 270.5, 1.388,3229.709,  3.778,  46.790,  0.833,   0.019
"1P415012205ESFBXMLP2601L8M1", 271.0, 1.388,3230.445,  1.153, 407.755,  0.845,   0.043
"1P415100335ESFBXMLP2601L8M1", 271.6, 1.389,3231.437,  1.174, 379.720,  0.890,   0.042
"1P415189110ESFBXMLP2601L8M1", 272.2, 1.389,3232.437,  1.176, 389.350,  0.868,   0.042
"1P415279445ESFBXN2P2601L8M1", 272.9, 1.390,3233.454,  1.133, 397.238,  0.880,   0.044
"1P415368202ESFBXN2P2601L8M1", 273.5, 1.390,3234.453,  1.134, 407.666,  0.858,   0.044
"1P415551300ESFBXN2P2601L8M1", 274.9, 1.391,3236.515,  1.091, 410.959,  0.887,   0.048
"1P415636719ESFBXN2P2601L8M1", 275.5, 1.392,3237.476,  1.098, 407.392,  0.884,   0.046
"1P415727654ESFBXN2P2601L8M1", 276.1, 1.393,3238.500,  1.086, 434.675,  0.835,   0.047
"1P415743513ESFBXN2P2633L8M1", 276.3, 1.393,3238.679,  2.394, 153.938,  0.814,   0.023
"1P415813615ESFBXN2P2601L8M1", 276.8, 1.393,3239.468,  1.107, 432.200,  0.823,   0.046
"1P415901492ESFBXQRP2601L8M1", 277.4, 1.394,3240.458,  1.124, 415.728,  0.836,   0.044
"1P415989649ESFBXQRP2601L8M1", 278.0, 1.394,3241.450,  1.139, 401.745,  0.855,   0.043
"1P416078738ESFBXQRP2601L8M1", 278.7, 1.395,3242.453,  1.132, 400.656,  0.861,   0.044
"1P416098862ESFBXQRP2633L8M1", 278.8, 1.395,3242.680,  2.418, 159.944,  0.790,   0.024
"1P416170289ESFBXQRP2601L8M1", 279.3, 1.396,3243.484,  1.090, 401.816,  0.895,   0.046
"1P416258137ESFBXQRP2601L8M1", 280.0, 1.396,3244.473,  1.099, 437.946,  0.807,   0.045
"1P416343188ESFBXQRP2601L8M1", 280.6, 1.397,3245.431,  1.191, 365.390,  0.894,   0.041
"1P416431053ESFBXSIP2601L8M1", 281.2, 1.398,3246.420,  1.231, 352.420,  0.892,   0.040
"1P416520123ESFBXSIP2601L8M1", 281.8, 1.398,3247.423,  1.219, 375.908,  0.847,   0.041
"1P416609824ESFBXSIP2601L8M1", 282.5, 1.399,3248.433,  1.183, 387.699,  0.845,   0.042
"1P416697365ESFBXSIP2601L8M1", 283.1, 1.400,3249.419,  1.235, 365.797,  0.855,   0.040
"1P416786148ESFBXSIP2601L8M1", 283.7, 1.400,3250.418,  1.236, 347.827,  0.894,   0.040
"1P416875531ESFBXSIP2601L8M1", 284.4, 1.401,3251.425,  1.210, 389.608,  0.818,   0.041
"1P416891800ESFBXSIP2601L8M1", 284.5, 1.401,3251.608,  1.374, 372.030,  0.772,   0.042
"1P416895104ESFBXSIP2633L8M1", 284.5, 1.401,3251.645,  1.727, 276.168,  0.787,   0.034
"1P416963384ESFBXSIP2601L8M1", 285.0, 1.402,3252.414,  1.254, 395.276,  0.776,   0.040
"1P417057094ESFBXSIP2601L8M1", 285.7, 1.403,3253.469,  1.099, 405.837,  0.868,   0.045
"1P417066705ESFBXSIF0006L8M1", 285.8, 1.403,3253.577,  1.215, 387.329,  0.826,   0.042
"1P417144355ESFBXSIP2601L8M1", 286.3, 1.403,3254.451,  1.129, 422.408,  0.802,   0.044
"1P417234646ESFBXVRP2601L8M1", 286.9, 1.404,3255.468,  1.099, 450.644,  0.771,   0.045
"1P417318485ESFBXVRP2601L8M1", 287.5, 1.405,3256.412,  1.259, 387.394,  0.790,   0.039
"1P417343214ESFBXX9P2633L8M1", 287.7, 1.405,3256.691,  2.770, 130.517,  0.759,   0.023
"1P417414382ESFBXX9P2601L8M1", 288.2, 1.406,3257.492,  1.078, 463.573,  0.759,   0.046
"1P417500968ESFBXX9P2601L8M1", 288.8, 1.407,3258.467,  1.099, 457.390,  0.749,   0.045
"1P417585118ESFBXX9P2601L8M1", 289.4, 1.407,3259.414,  1.246, 389.344,  0.790,   0.040
"1P417595997ESFBXXHF0006L8M1", 289.5, 1.407,3259.537,  1.104, 458.724,  0.746,   0.045
"1P417596666ESFBY00F0006L8M1", 289.5, 1.407,3259.544,  1.117, 453.811,  0.729,   0.050
"1P417678521ESFBY00P2601L8M1", 290.1, 1.408,3260.466,  1.099, 433.793,  0.800,   0.045
"1P417762360ESFBY00P2601L8M1", 290.7, 1.409,3261.410,  1.264, 404.581,  0.750,   0.039
"1P417853301ESFBY00P2601L8M1", 291.3, 1.410,3262.434,  1.169, 421.260,  0.775,   0.042
"1P417940836ESFBY00P2601L8M1", 291.9, 1.411,3263.420,  1.219, 374.955,  0.838,   0.041
"1P417954777ESFBY00P2601L8M1", 292.0, 1.411,3263.577,  1.206, 409.446,  0.771,   0.041
"1P417963024ESFBY00P2633L8M1", 292.1, 1.411,3263.670,  2.140, 206.094,  0.755,   0.024
"1P418029634ESFBY00P2601L8M1", 292.6, 1.412,3264.420,  1.219, 390.210,  0.803,   0.041
"1P418121779ESFBY00P2601L8M1", 293.2, 1.413,3265.458,  1.109, 439.544,  0.774,   0.045
"1P418207473ESFBY00P2601L8M1", 293.8, 1.413,3266.422,  1.207, 409.739,  0.770,   0.041
"1P418226641ESFBY00P2601L8M1", 294.0, 1.414,3266.638,  1.627, 318.225,  0.724,   0.031
"1P418231756ESFBY00P2633L8M1", 294.0, 1.414,3266.696,  2.972, 126.954,  0.706,   0.018
"1P418296578ESFBY00P2601L8M1", 294.4, 1.414,3267.426,  1.193, 416.466,  0.763,   0.041
"1P418387179ESFBY00P2601L8M1", 295.1, 1.415,3268.446,  1.131, 442.162,  0.751,   0.044
"1P418478124ESFBY00P2601L8M1", 295.7, 1.416,3269.470,  1.086, 469.660,  0.724,   0.046
"1P418491307ESFBY00P2651L8M1", 295.8, 1.416,3269.618,  1.435, 362.714,  0.727,   0.035
"1P418562581ESFBY00P2651L8M1", 296.3, 1.417,3270.421,  1.208, 415.751,  0.752,   0.041
"1P418584648ESFBY00P2651L8M1", 296.5, 1.417,3270.669,  2.125, 228.824,  0.708,   0.024
"1P418651987ESFBY00P2651L8M1", 296.9, 1.418,3271.428,  1.182, 431.747,  0.734,   0.042
"1P418669911ESFBY00P2651L8M1", 297.1, 1.418,3271.630,  1.532, 363.810,  0.678,   0.032
"1P418743849ESFBY00P2651L8M1", 297.6, 1.419,3272.462,  1.095, 469.617,  0.714,   0.045
"1P418762747ESFBY00P2652L8M1", 297.7, 1.419,3272.675,  2.254, 197.226,  0.731,   0.022
"1P418847698ESFBY00P2651L8M1", 298.3, 1.420,3273.632,  1.549, 344.906,  0.702,   0.032
"1P418932035ESFBY00P2651L8M1", 298.9, 1.421,3274.581,  1.214, 434.423,  0.705,   0.041
"1P419025555ESFBY00P2651L8M1", 299.5, 1.422,3275.635,  1.576, 330.496,  0.715,   0.032
"1P419111249ESFBY00P2651L8M1", 300.1, 1.423,3276.599,  1.300, 401.722,  0.716,   0.039
"1P419113470ESFBY00P2601L8M1", 300.1, 1.423,3276.625,  1.478, 353.821,  0.715,   0.034
"1P419203291ESFBY00P2651L8M1", 300.8, 1.424,3277.636,  1.590, 319.383,  0.728,   0.031
"1P419288985ESFBY00P2651L8M1", 301.3, 1.425,3278.601,  1.307, 412.460,  0.690,   0.038
"1P419381026ESFBY00P2651L8M1", 302.0, 1.426,3279.637,  1.604, 319.290,  0.720,   0.031
"1P419454050ESFBY00P2601L8M1", 302.5, 1.427,3280.460,  1.091, 469.961,  0.705,   0.045
"1P419463892ESFBY00P2651L8M1", 302.5, 1.427,3280.571,  1.168, 437.222,  0.719,   0.043
"1P419558762ESFBY00P2651L8M1", 303.2, 1.429,3281.639,  1.619, 306.594,  0.736,   0.031
"1P419644460ESFBY00P2651L8M1", 303.8, 1.430,3282.604,  1.321, 409.718,  0.681,   0.038
"1P419736498ESFBY00P2651L8M1", 304.4, 1.431,3283.641,  1.635, 327.667,  0.686,   0.031
"1P419739024ESFBY00P2633L8M1", 304.4, 1.431,3283.669,  2.097, 236.693,  0.691,   0.024
"1P419822192ESFBY00P2651L8M1", 305.0, 1.432,3284.606,  1.328, 368.457,  0.756,   0.038
"1P419914541ESFBY00P2651L8M1", 305.6, 1.433,3285.646,  1.696, 307.920,  0.697,   0.029
"1P420790032ESFBY00P2651L8M1", 311.6, 1.444,3295.506,  1.044, 381.126,  0.912,   0.048
"1P420871661ESFBY08P2601L8M1", 312.1, 1.445,3296.425,  1.166, 304.664,  1.009,   0.043
"1P420960121ESFBY08P2601L8M1", 312.7, 1.446,3297.421,  1.179, 286.840,  1.048,   0.042
"1P421049205ESFBY08P2601L8M1", 313.3, 1.448,3298.425,  1.166, 296.204,  1.030,   0.043
"1P421140139ESFBY08P2601L8M1", 313.9, 1.449,3299.449,  1.094, 225.313,  1.346,   0.045
"1P421140207ESFBY08P2619L8M1", 313.9, 1.449,3299.450,  1.093, 226.185,  1.345,   0.046
"1P421161107ESFBY08P2633L8M1", 314.1, 1.449,3299.685,  2.491,  35.771,  1.330,   0.022
"1P421228011ESFBY08P2601L8M1", 314.5, 1.450,3300.438,  1.119, 169.312,  1.569,   0.044
"1P421318319ESFBY08P2601L8M1", 315.1, 1.451,3301.456,  1.078, 192.033,  1.511,   0.046
"1P421405545ESFBY08P2601L8M1", 315.7, 1.452,3302.438,  1.118, 197.942,  1.429,   0.044
"1P421494629ESFBY08P2601L8M1", 316.3, 1.454,3303.441,  1.108, 181.162,  1.518,   0.045
"1P421583707ESFBY08P2601L8M1", 316.9, 1.455,3304.445,  1.099, 211.279,  1.390,   0.045
"1P421673111ESFBY08P2601L8M1", 317.5, 1.456,3305.451,  1.082, 238.751,  1.297,   0.046
"1P421694330ESFBY08P2620L8M1", 317.6, 1.456,3305.691,  2.682,  47.910,  1.122,   0.021
"1P421694347ESFBY08P2620L8M1", 317.6, 1.456,3305.691,  2.689,  47.219,  1.124,   0.021
"1P421762208ESFBY08P2601L8M1", 318.0, 1.457,3306.455,  1.074, 239.563,  1.302,   0.046
"1P421848430ESFBY08P2601L8M1", 318.6, 1.458,3307.426,  1.151, 239.278,  1.216,   0.043
"1P421939741ESFBYAEP2601L8M1", 319.2, 1.460,3308.455,  1.073, 252.527,  1.247,   0.046
"1P422027594ESFBYJLP2601L8M1", 319.8, 1.461,3309.444,  1.095, 273.144,  1.131,   0.051
"1P422049843ESFBYVXP2633L8M1", 319.9, 1.461,3309.695,  2.849,  48.724,  1.053,   0.021
"1P422116371ESFBYVXP2601L8M1", 320.4, 1.462,3310.444,  1.095, 250.783,  1.205,   0.053
"1P422205756ESFBYVXP2601L8M1", 321.0, 1.464,3311.451,  1.078, 223.926,  1.322,   0.057
"1P422396064ESFBZ00F0006L8M1", 322.2, 1.466,3313.594,  1.232, 299.291,  0.927,   0.045
"1P422470886ESFBZ00P2601L8M1", 322.7, 1.467,3314.437,  1.109, 319.832,  0.987,   0.045
"1P422562779ESFBZCUP2601L8M1", 323.3, 1.469,3315.472,  1.041, 359.879,  0.943,   0.049
"1P422649942ESFBZJVP2601L8M1", 323.9, 1.470,3316.454,  1.068, 343.598,  0.943,   0.048
"1P422668370ESFBZW8P2633L8M1", 324.0, 1.470,3316.662,  1.898, 169.844,  0.913,   0.027
"1P422737798ESFBZW8P2601L8M1", 324.4, 1.471,3317.444,  1.090, 344.448,  0.912,   0.050
"1P422826257ESFBZW8P2601L8M1", 325.0, 1.472,3318.440,  1.098, 346.249,  0.901,   0.049
"1P422916262ESFBZW8P2601L8M1", 325.6, 1.474,3319.454,  1.065, 361.949,  0.877,   0.055
"1P423005520ESFBZW8P2601L8M1", 326.2, 1.475,3320.459,  1.055, 362.146,  0.880,   0.058
"1P423093813ESFBZW8P2601L8M1", 326.7, 1.476,3321.454,  1.064, 369.422,  0.857,   0.054
"1P423181046ESFBZW8P2601L8M1", 327.3, 1.478,3322.437,  1.105, 347.772,  0.886,   0.047
"1P423192659ESFC000F0006L8M1", 327.4, 1.478,3322.567,  1.115, 358.926,  0.845,   0.050
"1P423270805ESFC000P2601L8M1", 327.9, 1.479,3323.448,  1.076, 355.358,  0.904,   0.046
"1P423359225ESFC0GHP2601L8M1", 328.4, 1.480,3324.444,  1.085, 359.454,  0.881,   0.045
"1P423447727ESFC0NSP2601L8M1", 329.0, 1.482,3325.440,  1.092, 355.548,  0.868,   0.049
"1P423539231ESFC0NSP2601L8M1", 329.6, 1.483,3326.471,  1.033, 385.750,  0.813,   0.071
"1P423541695ESFC0NSP2601L8M1", 329.6, 1.483,3326.499,  1.017, 396.194,  0.811,   0.063
"1P423557142ESFC0NSP2633L8M1", 329.7, 1.483,3326.673,  2.119, 147.923,  0.875,   0.026
"1P423626487ESFC0NSP2601L8M1", 330.1, 1.484,3327.454,  1.059, 366.903,  0.853,   0.058
"1P424077252ESFC100F0006L8M1", 333.0, 1.491,3332.532,  1.033, 393.749,  0.805,   0.054
"1P424090317ESFC1CXP2618L8M1", 333.1, 1.491,3332.679,  2.266, 134.909,  0.848,   0.022
"1P424159115ESFC1CXP2601L8M1", 333.5, 1.492,3333.454,  1.055, 370.150,  0.861,   0.047
"1P424246355ESFC1CXP2601L8M1", 334.1, 1.493,3334.437,  1.096, 352.487,  0.875,   0.045
"1P424605605ESFC1GZP2601L8M1", 336.3, 1.499,3338.483,  1.015, 372.167,  0.868,   0.052
"1P424690582ESFC1SGP2601L8M1", 336.8, 1.500,3339.441,  1.081, 355.500,  0.862,   0.046
"1P424778693ESFC1SGP2601L8M1", 337.4, 1.502,3340.433,  1.102, 348.633,  0.862,   0.045
"1P424869178ESFC1SGP2601L8M1", 337.9, 1.503,3341.453,  1.053, 377.523,  0.822,   0.048
"1P424881281ESFC200F0006L8M1", 338.0, 1.503,3341.589,  1.185, 351.990,  0.782,   0.047
"1P424958151ESFC200P2601L8M1", 338.5, 1.504,3342.455,  1.048, 371.965,  0.849,   0.047
"1P425046561ESFC200P2601L8M1", 339.0, 1.506,3343.451,  1.056, 368.406,  0.850,   0.047
"1P425134753ESFC2B3P2601L8M1", 339.6, 1.507,3344.445,  1.070, 345.456,  0.890,   0.047
"1P425146452ESFC2B3P2601L8M1", 339.7, 1.507,3344.576,  1.132, 355.128,  0.829,   0.045
"1P425156723ESFC2B3P2633L8M1", 339.7, 1.507,3344.692,  2.697, 105.525,  0.797,   0.020
"1P425222895ESFC2B3P2601L8M1", 340.1, 1.508,3345.438,  1.087, 339.452,  0.890,   0.046
"1P425312583ESFC2LMP2601L8M1", 340.7, 1.510,3346.448,  1.061, 364.526,  0.828,   0.054
"1P425401667ESFC2LMP2601L8M1", 341.2, 1.511,3347.451,  1.053, 375.624,  0.804,   0.055
"1P425489560ESFC2Y3P2601L8M1", 341.8, 1.512,3348.442,  1.075, 361.297,  0.817,   0.056
"1P425500484ESFC300F0006L8M1", 341.8, 1.512,3348.565,  1.092, 365.775,  0.802,   0.050
"1P425577777ESFC300P2601L8M1", 342.3, 1.514,3349.436,  1.092, 352.535,  0.852,   0.045
"1P425670353ESFC302P2601L8M1", 342.9, 1.515,3350.478,  1.013, 379.336,  0.843,   0.049
"1P425756807ESFC3NLP2601L8M1", 343.4, 1.516,3351.452,  1.050, 353.565,  0.856,   0.055
"1P425775330ESFC3NLP2633L8M1", 343.5, 1.517,3351.661,  1.857, 212.692,  0.784,   0.035
"1P425845862ESFC3NLP2601L8M1", 344.0, 1.518,3352.456,  1.043, 341.778,  0.890,   0.057
"1P425934556ESFC3RKP2601L8M1", 344.5, 1.519,3353.455,  1.044, 329.407,  0.909,   0.069
"1P426022165ESFC3RKP2601L8M1", 345.0, 1.520,3354.442,  1.073, 316.033,  0.931,   0.059
"1P426041374ESFC400F0006L8M1", 345.1, 1.521,3354.658,  1.808, 162.487,  0.927,   0.030
"1P426113452ESFC400P2601L8M1", 345.6, 1.522,3355.470,  1.020, 329.040,  0.969,   0.049
"1P426130821ESFC4BMP2620L8M1", 345.7, 1.522,3355.666,  1.947, 140.808,  0.945,   0.026
"1P426199179ESFC4BMP2601L8M1", 346.1, 1.523,3356.436,  1.088, 306.293,  0.968,   0.045
"1P426289111ESFC4BMP2601L8M1", 346.6, 1.524,3357.449,  1.055, 321.824,  0.949,   0.047
"1P426377883ESFC4BMP2601L8M1", 347.2, 1.526,3358.449,  1.054, 328.765,  0.928,   0.047
"1P426466373ESFC4BMP2601L8M1", 347.7, 1.527,3359.446,  1.061, 323.431,  0.936,   0.047
"1P426556100ESFC4GFP2601L8M1", 348.2, 1.528,3360.457,  1.038, 344.001,  0.885,   0.051
"1P426646992ESFC4GFP2601L8M1", 348.8, 1.530,3361.481,  1.008, 350.162,  0.904,   0.049
"1P426649449ESFC4GFP2601L8M1", 348.8, 1.530,3361.509,  1.003, 353.529,  0.913,   0.053
"1P426663881ESFC4SUP2633L8M1", 348.9, 1.530,3361.671,  2.062, 150.429,  0.864,   0.030
"1P426733657ESFC4SUP2601L8M1", 349.3, 1.531,3362.458,  1.037, 343.934,  0.866,   0.061
"1P426822077ESFC4ZRP2601L8M1", 349.8, 1.532,3363.454,  1.044, 345.080,  0.866,   0.053
"1P426910589ESFC500P2601L8M1", 350.4, 1.534,3364.451,  1.050, 342.259,  0.886,   0.047
"1P427002085ESFC500P2601L8M1", 350.9, 1.535,3365.481,  1.007, 362.500,  0.865,   0.049
"1P427087472ESFC5GZP2601L8M1", 351.4, 1.536,3366.444,  1.066, 360.486,  0.803,   0.052
"1P427180214ESFC5GZP2601L8M1", 352.0, 1.538,3367.488,  1.003, 381.427,  0.830,   0.056
"1P427266270ESFC5GZP2601L8M1", 352.5, 1.539,3368.458,  1.036, 376.399,  0.779,   0.055
"1P427355087ESFC5R2P2601L8M1", 353.0, 1.540,3369.458,  1.035, 382.673,  0.733,   0.080
"1P427372859ESFC5R2P2601L8M1", 353.1, 1.541,3369.659,  1.817, 228.891,  0.739,   0.034
"1P427374750ESFC5R2P2633L8M1", 353.1, 1.541,3369.680,  2.288, 168.688,  0.720,   0.026
"1P427443509ESFC5R2P2601L8M1", 353.5, 1.542,3370.455,  1.041, 359.278,  0.787,   0.078
"1P427453005ESFC5Y7F0006L8M1", 353.6, 1.542,3370.562,  1.079, 350.222,  0.848,   0.059
"1P427453676ESFC600F0006L8M1", 353.6, 1.542,3370.569,  1.101, 351.761,  0.793,   0.050
"1P427532337ESFC600P2601L8M1", 354.0, 1.543,3371.456,  1.040, 367.366,  0.814,   0.047
"1P427623512ESFC600P2601L8M1", 354.6, 1.544,3372.483,  1.006, 365.948,  0.845,   0.049
"1P427710323ESFC600P2601L8M1", 355.1, 1.546,3373.461,  1.031, 355.063,  0.851,   0.048
"1P427798991ESFC6DHP2601L8M1", 355.6, 1.547,3374.460,  1.032, 364.742,  0.812,   0.049
"1P427887370ESFC6DHP2601L8M1", 356.1, 1.548,3375.456,  1.040, 357.139,  0.824,   0.049
"1P427976210ESFC6E2P2601L8M1", 356.7, 1.549,3376.457,  1.038, 341.448,  0.868,   0.049
"1P428065550ESFC6E2P2601L8M1", 357.2, 1.551,3377.463,  1.027, 335.042,  0.894,   0.049
"1P428153697ESFC6E2P2601L8M1", 357.7, 1.552,3378.456,  1.039, 334.561,  0.883,   0.049
"1P428242164ESFC6E2P2601L8M1", 358.2, 1.553,3379.453,  1.045, 329.360,  0.892,   0.049
"1P428263495ESFC6E2P2633L8M1", 358.3, 1.554,3379.693,  2.749,  75.950,  0.877,   0.020
"1P428331592ESFC6E2P2601L8M1", 358.7, 1.555,3380.460,  1.032, 338.720,  0.874,   0.049
"1P428420639ESFC6E2P2601L8M1", 359.2, 1.556,3381.464,  1.027, 339.762,  0.875,   0.049
"1P428509434ESFC6E2P2601L8M1", 359.8, 1.557,3382.464,  1.026, 337.814,  0.880,   0.049
"1P428598212ESFC6E2P2601L8M1",   0.3, 1.558,3383.464,  1.026, 341.791,  0.868,   0.049
"1P428686949ESFC6EZP2601L8M1",   0.8, 1.560,3384.464,  1.027, 350.968,  0.841,   0.048
"1P428777964ESFC6TLP2601L8M1",   1.3, 1.561,3385.489,  1.003, 344.581,  0.901,   0.061
"1P428781226ESFC6TLP2601L8M1",   1.3, 1.561,3385.526,  1.015, 349.589,  0.882,   0.060
"1P428796634ESFC6TLP2620L8M1",   1.4, 1.561,3385.700,  3.075,  54.304,  0.895,   0.020
"1P428864220ESFC6TLP2601L8M1",   1.8, 1.562,3386.461,  1.031, 344.928,  0.857,   0.048
"1P428871736ESFC61AF0006L8M1",   1.8, 1.562,3386.546,  1.044, 346.311,  0.848,   0.048
"1P428872410ESFC700F0006L8M1",   1.8, 1.562,3386.553,  1.060, 337.565,  0.837,   0.052
"1P428952727ESFC700P2601L8M1",   2.3, 1.563,3387.458,  1.036, 342.114,  0.861,   0.048
"1P429041483ESFC700P2601L8M1",   2.8, 1.565,3388.458,  1.036, 352.616,  0.829,   0.048
"1P429052093ESFC771P2601L8M1",   2.9, 1.565,3388.578,  1.134, 328.086,  0.822,   0.044
"1P429129390ESFC771P2601L8M1",   3.3, 1.566,3389.449,  1.055, 349.083,  0.824,   0.047
"1P429219000ESFC771P2601L8M1",   3.8, 1.567,3390.458,  1.036, 365.407,  0.794,   0.048
"1P429307164ESFC7A0P2601L8M1",   4.3, 1.568,3391.452,  1.049, 362.236,  0.792,   0.048
"1P429399036ESFC7A0P2601L8M1",   4.9, 1.570,3392.487,  1.006, 371.088,  0.799,   0.050
"1P429485653ESFC7A0P2601L8M1",   5.3, 1.571,3393.463,  1.030, 372.172,  0.778,   0.049
